DESIGNATION;DESCRIPTION;LIEN;CATEGORIES;IMAGE;AUTEUR.ICES
Mise en place laboratoire - Picométhanisation;Mon stage de 4e année d’école d’ingénieur (Sup’EnR) s’est déroulée au sein de l’association Picojoule située à Ramonville (31) où pendant 8 semaines j’ai travaillée dans le domaine de la méthanisation à petite échelle. L’objectif initial de ce stage était la mise en place d’un petit laboratoire d’analyse permettant d’assurer un suivi régulier des digesteurs en fonctionnement.;https://github.com/Konsilion/PicoJoule_Data/blob/master/Stages/CR_Stage_PicoJoule.pdf;Stages;https://static.wixstatic.com/media/9c0294_10806d3e86b04622b058669f09f2be9c~mv2.png/v1/fill/w_758,h_206,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/banni%C3%A8reinternet_edited.png;Juliette BOLEAT et Picojoules
